ADM0,district,Centroid_Lon,Centroid_Lat,Pop
Republic of Congo,Cuvette-Ouest,14.525999999999982,-0.4300323176362042,80232
Republic of Congo,Cuvette,17.2196631924339,-0.8857292897466209,215131
Republic of Congo,Kouilou,11.916502292194451,-4.786376992185112,332172
Republic of Congo,Lékoumou,13.345348837209286,-3.533976715686279,122370
Republic of Congo,Likouala,18.054567254380146,1.6306614961339534,200579
Republic of Congo,Niari,12.832692307692326,-4.1216293929712435,292100
Republic of Congo,Plateaux,15.881025923883072,-1.8760413908745903,225929
Republic of Congo,Pointe Noire,11.877724178042342,-4.785168696086416,706449
Republic of Congo,Pool,15.259805979643772,-4.196230800323377,626918
Republic of Congo,Sangha,16.05283680011928,1.6115454689480373,113385
South Sudan,Central Equatoria,31.022500000000008,4.562309870550152,1625945
South Sudan,Eastern Equatoria,33.502777777777766,4.63507756380865,1315601
South Sudan,Jungoli,31.949444444444453,7.705026702732681,1916527
South Sudan,Lakes,30.095687984496124,6.767928748964366,1020181
South Sudan,North Bahr-al-Ghazal,28.002230971128597,9.093262538138816,1224646
South Sudan,Unity,29.365090090090092,9.13103132890194,965863
South Sudan,Upper Nile,31.573768838257962,9.425868482718215,1613486
South Sudan,Warap,28.400000000000006,8.211197031497832,1376004
South Sudan,West Bahr-al-Ghazal,27.98502805049091,7.697031674374216,295083
South Sudan,West Equatoria,29.458536585365863,4.9981343770384825,910853
Uganda,Adjumani,31.788787141393442,3.368470848638978,246206
Uganda,Apac,32.62798611111111,2.228550261475874,1042004
Uganda,Arua,30.945935897435902,3.1046966227819013,1300330
Uganda,Bugiri,33.747646233974336,0.4585470085470007,586433
Uganda,Bundibugyo,30.067488262910814,0.733199268413955,305378
Uganda,Bushenyi,30.186449862207724,-0.5343108494008817,1031447
Uganda,Busia,34.02927236315088,0.4284758868366936,309629
Uganda,Gulu,32.29901550340219,2.772063885511159,825154
Uganda,Hoima,31.35663530824658,1.4193980826654098,597094
Uganda,Iganga,33.39388297872341,0.7260425679183271,1034025
Uganda,Jinja,33.22028061566513,0.5369627899145399,496569
Uganda,Kabale,29.98781203566122,-1.2459213038151518,640268
Uganda,Kabarole,30.21414373088686,0.6248765758617623,522031
Uganda,Kaberamaido,33.23052208835344,1.8074001857010131,228662
Uganda,Kalangala,32.384761904761916,-0.33579022988506324,44441
Uganda,Kampala,32.59940348701764,0.3238562316721243,1718831
Uganda,Kamuli,33.45285451197054,1.0144880652118218,1002270
Uganda,Kamwenge,30.557436801881238,0.22986729415754326,424160
Uganda,Kanungu,29.725863509749303,-0.8564272595250344,309118
Uganda,Kapchorwa,34.407594635076265,1.3684652494194864,306676
Uganda,Kasese,30.070520617929674,0.16661303672172778,790901
Uganda,Katakwi,33.80660256410255,2.0117978121304105,460096
Uganda,Kayunga,32.96022255030621,0.7526874595040312,384769
Uganda,Kibale,30.849021084337352,0.9748633599781442,835798
Uganda,Kiboga,31.615699815837957,0.9413197841619905,379517
Uganda,Kisoro,29.6795413319513,-1.2774250754380176,297566
Uganda,Kitgum,33.05929236499068,3.388026295789629,374704
Uganda,Kotido,34.0389344262295,3.083134920634919,468535
Uganda,Kumi,33.88468586387435,1.4179776465626333,611733
Uganda,Kyenjojo,30.780119047619024,0.5936549429657703,731953
Uganda,Lake Albert,30.571040723981895,1.032228987583565,2422
Uganda,Lake Victoria,33.544706879844966,0.13832953682610594,145133
Uganda,Lira,32.89593989769821,2.231108880324456,1193144
Uganda,Luwero,32.44158291457285,0.7383026853473353,681417
Uganda,Masaka,31.75851715147786,-0.3234985396130128,941708
Uganda,Masindi,32.00190637065637,1.8145216948305176,747776
Uganda,Mayuge,33.44818825194622,0.4075533198796961,449954
Uganda,Mbale,34.32955662210034,1.0078273159642208,1093955
Uganda,Mbarara,30.693437755937765,-0.5582859129994944,1636739
Uganda,Moroto,34.41337719298244,2.43764383155397,303189
Uganda,Moyo,31.64551820728289,3.5923893692777256,144733
Uganda,Mpigi,32.01045608927703,0.1620282762370806,540458
Uganda,Mubende,31.69645833333334,0.5021667060165953,1069013
Uganda,Mukono,32.871329322446655,0.3733409246624859,1126220
Uganda,Nakapiripirit,34.637938314011734,1.9061558136319547,297683
Uganda,Nakasongola,32.60284636488342,1.354482502364533,190686
Uganda,Nebbi,31.163026315789466,2.4612357710623627,642759
Uganda,Ntungamo,30.256100555770956,-0.889432996321176,656937
Uganda,Pader,33.10082070707071,2.8975199562250396,432670
Uganda,Pallisa,34.10951004525339,1.1362172623599918,833938
Uganda,Rakai,31.5415612359067,-0.6261194516120696,626123
Uganda,Rukungiri,29.925996270121715,-0.7934617701829438,375126
Uganda,Sembabule,31.475221926320472,-0.1423049442697959,259874
Uganda,Sironko,34.36057226612286,1.2102777609865143,441547
Uganda,Soroti,33.59394870294517,1.627355154251319,641915
Uganda,Tororo,34.040217188665196,0.7693868109305413,817724
Uganda,Wakiso,32.64665625765369,0.3387711947755605,1945436
Uganda,Yumbe,31.245869574767198,3.4647567232533305,506418
Zambia,Central,28.454561240629943,-14.452030278548591,1589322
Zambia,Copperbelt,28.21831088992974,-12.850005664752715,2301480
Zambia,Eastern,32.37437106918239,-13.825657374456313,1725659
Zambia,Luapula,28.73555555555555,-10.507938970778383,1084176
Zambia,Lusaka,28.31005445777697,-15.397518245343207,2580331
Zambia,Muchinga,32.361111111111114,-10.725354861603975,881297
Zambia,North-Western,26.120662100456627,-12.605320033250223,810748
Zambia,Northern,31.586956521739125,-9.809885057471263,1310159
Zambia,Southern,26.921241830065355,-16.580654015493508,1819952
Zambia,Western,23.13065412822334,-15.275535361459788,973381
Burundi,Burundi,29.974999999999994,-3.575000000000003,10744389
Rwanda,Rwanda,30.07499999999999,-3.183333333333337,12679279
Democratic Republic of the Congo,Bandundu,17.366666666666674,-3.3666666666666742,170567.55809020996
Democratic Republic of the Congo,Bas-Fleuve,13.074999999999989,-5.466666666666669,702816.9017562866
Democratic Republic of the Congo,Bas-Uele,25.333333333333343,2.9666666666666544,952734.7895593643
Democratic Republic of the Congo,Boma,12.808333333333337,-6.091666666666669,420608.21436691284
Democratic Republic of the Congo,Bukavu,28.808333333333337,-2.6583333333333456,233664.12255859375
Democratic Republic of the Congo,Cataractes,14.416666666666657,-6.200000000000003,951176.7671318054
Democratic Republic of the Congo,Équateur,19.5,-0.5916666666666686,1404583.1908124685
Democratic Republic of the Congo,Haut-Lomami,26.125,-10.50833333333334,2858672.739133358
Democratic Republic of the Congo,Haut-Shaba,27.85833333333332,-11.26666666666668,1826266.7295871973
Democratic Republic of the Congo,Haut-Uele,29.44999999999999,2.8333333333333286,5996838.474416256
Democratic Republic of the Congo,Ituri,29.991666666666674,1.183333333333323,4005100.746878624
Democratic Republic of the Congo,Kabinda,25.03333333333333,-6.39166666666668,2412613.092063904
Democratic Republic of the Congo,Kananga,22.46666666666667,-6.041666666666671,250768.71020507812
Democratic Republic of the Congo,Kasaï,20.933333333333337,-6.050000000000011,2720868.271884918
Democratic Republic of the Congo,Kinshasa,15.824999999999989,-5.14166666666668,7274071.7116930485
Democratic Republic of the Congo,Kisangani,25.15833333333333,0.4583333333333286,1066917.967842102
Democratic Republic of the Congo,Kolwezi,26.066666666666663,-11.650000000000006,1084554.2136745453
Democratic Republic of the Congo,Kwango,17.974999999999994,-6.76666666666668,1611799.9654045105
Democratic Republic of the Congo,Kwilu,18.558333333333337,-4.9750000000000085,4324447.9427948
Democratic Republic of the Congo,Lualaba,22.933333333333337,-11.13333333333334,839152.810005188
Democratic Republic of the Congo,Lubumbashi,27.48333333333332,-11.64166666666668,406342.59295654297
Democratic Republic of the Congo,Lukaya,15.708333333333343,-6.108333333333334,597392.0893249512
Democratic Republic of the Congo,Lulua,22.316666666666663,-6.76666666666668,2666113.1968688965
Democratic Republic of the Congo,Mai-Ndombe,17.96666666666667,-2.9666666666666686,1464931.8889593855
Democratic Republic of the Congo,Maniema,26.383333333333326,-4.1000000000000085,1894985.1840934753
Democratic Republic of the Congo,Matadi,13.491666666666674,-5.825000000000003,168989.42236328125
Democratic Republic of the Congo,Mbandaka,18.291666666666657,-0.1916666666666771,69675.85684204102
Democratic Republic of the Congo,Mbuji-Mayi,23.599999999999994,-6.2250000000000085,1980821.8918762207
Democratic Republic of the Congo,Mongala,21.458333333333343,0.5083333333333258,1475550.3890533447
Democratic Republic of the Congo,Nord-Kivu,28.69999999999999,-2.2750000000000057,4808559.289633274
Democratic Republic of the Congo,Nord-Ubangi,20.46666666666667,4.049999999999997,1098323.7821464539
Democratic Republic of the Congo,Sankuru,23.35833333333332,-4.558333333333337,2092821.8089904785
Democratic Republic of the Congo,Sud-Kivu,28.17500000000001,-4.300000000000011,3942631.976102235
Democratic Republic of the Congo,Sud-Ubangi,19.5,2.316666666666663,2034762.154006958
Democratic Republic of the Congo,Tanganika,27.650000000000006,-8.341666666666669,1934475.066020161
Democratic Republic of the Congo,Tshilenge,23.48333333333332,-6.308333333333337,927898.1750717163
Democratic Republic of the Congo,Tshopo,24.59166666666667,-1.1000000000000085,1586034.5178451538
Democratic Republic of the Congo,Tshuapa,21.758333333333326,-2.316666666666677,1077967.6326560974
