Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,206,119,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,1442,555,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,2229,761,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,1164,512,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,12022,3810,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,565,228,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,206,119,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,1442,555,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,2229,761,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3271253,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 01 April, 2015",http://reliefweb.int/node/921081,4/1/15 0:00,Breaking,1164,512,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3271252,"Ebola Outbreak Updates - April 1, 2015",http://reliefweb.int/node/921086,4/1/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,503,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,253,,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,1045,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,191,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,106,,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,1422,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,454,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,208,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,2197,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,1154,,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3224902,"Ebola Outbreak Updates - March 11, 2015",http://reliefweb.int/node/887566,3/12/15 0:00,Breaking,,3289,,,,ReliefWeb,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3218690,Liberia Ebola Situation Report no. 75 - 4 March 2015,http://reliefweb.int/node/882701,3/9/15 0:00,Breaking,9384,4117,,,,ReliefWeb,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,3173878,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 17 February, 2015",http://reliefweb.int/node/853886,2/17/15 0:00,Breaking,11142,3416,,,,ReliefWeb,-11.79192,8.56028
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3173878,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 17 February, 2015",http://reliefweb.int/node/853886,2/17/15 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Makeni, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3173878,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 17 February, 2015",http://reliefweb.int/node/853886,2/17/15 0:00,Breaking,,,,,,ReliefWeb,-12.05,8.88333
"Kingtom, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3173878,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 17 February, 2015",http://reliefweb.int/node/853886,2/17/15 0:00,Breaking,,,,,,ReliefWeb,-13.24759,8.48793
Liberia,Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,8550,3687,,,,ReliefWeb,-9.30791,6.44809
"Grand Cape Mount County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,287,172,,,,ReliefWeb,-11,7.16667
"Bomi County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,307,171,,,,ReliefWeb,-10.83333,6.66667
"Bong County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,586,145,,,,ReliefWeb,-9.666667,7
"Gbarpolu County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,35,13,,,,ReliefWeb,-10.41667,7.16667
"Grand Bassa County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,181,79,,,,ReliefWeb,-9.75,6.25
"Grand Gedeh County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,11,6,,,,ReliefWeb,-8.083333,5.916667
"Grand Kru County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,36,27,,,,ReliefWeb,-8.221298,4.761386
"Lofa County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,659,393,,,,ReliefWeb,-10,7.916667
"Margibi County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,1284,584,,,,ReliefWeb,-10.25,6.5
"Maryland County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,23,19,,,,ReliefWeb,-7.75,4.75
"Montserrado County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,4712,1957,,,,ReliefWeb,-10.5,6.5
"Nimba County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,336,60,,,,ReliefWeb,-8.75,6.75
"River Gee County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,20,9,,,,ReliefWeb,-7.91667,5.25
"Rivercess County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,44,27,,,,ReliefWeb,-9.428971,5.809863
"Sinoe County, Liberia",Liberia,Ebola,Humans,3137852,Liberia Ebola Daily Sitrep no. 252 for 23rd January 2015,http://reliefweb.int/node/830546,2/2/15 0:00,Breaking,55,21,,,,ReliefWeb,-8.66667,5.33333
Guinea,Guinea,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
Mali,Mali,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,-3.52442,17.350281
Nigeria,Nigeria,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,8.10531,9.59396
Senegal,Senegal,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,-14.46765,14.36697
DR Congo,DR Congo,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,25,-2
"Paris, Ã_le-de-France, France",France,Ebola,Humans,3136047,Ebola crisis update - 30 January 2015,http://reliefweb.int/node/829136,2/1/15 0:00,Breaking,,,,,,ReliefWeb,2.3488,48.853409
Sierra Leone,Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,10370,3278,,,,ReliefWeb,-11.79192,8.56028
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,247,,,,,ReliefWeb,-11,8.75
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,1322,,,,,ReliefWeb,-12.78333,8.76667
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,2038,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,1120,,,,,ReliefWeb,-13.035694,8.311498
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,502,,,,,ReliefWeb,-11.1875,7.87667
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,990,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,151,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,104,,,,,ReliefWeb,-11.36667,9.53333
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,448,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,205,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135940,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 1 February, 2015",http://reliefweb.int/node/829071,2/1/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
Sierra Leone,Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,2674,366,8056,2909,,ReliefWeb,-11.79192,8.56028
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,247,,,,,ReliefWeb,-11,8.75
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,1322,,,,,ReliefWeb,-12.78333,8.76667
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,2038,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,1120,,,,,ReliefWeb,-13.035694,8.311498
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
