Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,151,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,104,,,,,ReliefWeb,-11.36667,9.53333
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,448,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,205,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3135941,"Ebola Outbreak Updates - February 1, 2015",http://reliefweb.int/node/829066,2/1/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
Guinea,Guinea,Ebola,Humans,3135798,Guinea Ebola Situation Report 28 January 2015,http://reliefweb.int/node/828906,2/1/15 0:00,Breaking,2917,1910,,,,ReliefWeb,-10.94177,10.43821
Mali,Mali,Ebola,Humans,3135798,Guinea Ebola Situation Report 28 January 2015,http://reliefweb.int/node/828906,2/1/15 0:00,Breaking,,,,,,ReliefWeb,-3.52442,17.350281
Liberia,Liberia,Ebola,Humans,3135723,Liberia Ebola Situation Report no. 71 - 28 January 2015,http://reliefweb.int/node/828901,2/1/15 0:00,Breaking,8577,3694,,,,ReliefWeb,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3130549,"Liberia: Confirmed, probable and suspect EVD Child Survivors (26 January 2015)",http://reliefweb.int/node/826296,1/29/15 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
United States,United States,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-97.556099,39.96693
Switzerland,Switzerland,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,8.23439,46.802502
United Kingdom,United Kingdom,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-2.0215,54.470001
Mali,Mali,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-3.52442,17.350281
"Monrovia, Montserrado, Liberia",Liberia,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-10.804722,6.310556
"Bomi County, Liberia",Liberia,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-10.83333,6.66667
"Grand Cape Mount County, Liberia",Liberia,Ebola,Humans,3116767,Just five Ebola cases left in Liberia: UN,http://reliefweb.int/node/817706,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-11,7.16667
Guinea,Guinea,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,2868,1871,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,10273,3108,,,,ReliefWeb,-11.79192,8.56028
Nigeria,Nigeria,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,8.10531,9.59396
Senegal,Senegal,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-14.46765,14.36697
Mali,Mali,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-3.52442,17.350281
Cote d'Ivoire,Cote d'Ivoire,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-5,7.63153
Cameroon,Cameroon,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,12.74359,5.68595
Togo,Togo,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,0.97572,8.53496
Benin,Benin,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,2.34313,9.64732
Central African Republic,Central African Republic,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,20.482969,6.57123
Chad,Chad,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,18.66448,15.36117
Gambia,Gambia,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-15.5,13.5
Kenya,Kenya,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,37.85788,0.52986
Guinea-Bissau,Guinea-Bissau,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-14.96522,12.03031
Ethiopia,Ethiopia,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,39.616032,8.62622
"Montserrado County, Liberia",Liberia,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-10.5,6.5
"Grand Cape Mount County, Liberia",Liberia,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-11,7.16667
"Margibi County, Liberia",Liberia,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-10.25,6.5
"Freetown, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-13.22994,8.484
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-13.035694,8.311498
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-11.5,7.33333
"Bamako, Bamako, Mali",Mali,Ebola,Humans,3116616,"Ebola Virus Disease Emergency Appeals (Liberia, Sierra Leone, Guinea, Nigeria, Senegal and Africa Coordination): Combined Ebola Operations Update nÂ°14",http://reliefweb.int/node/817641,1/24/15 0:00,Breaking,,,,,,ReliefWeb,-8,12.65
Liberia,Liberia,Ebola,Humans,3114899,UNICEF Liberia Ebola Situation Report no. 70 - 21 January 2015,http://reliefweb.int/node/817391,1/23/15 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
"London, England, United Kingdom",United Kingdom,Ebola,Humans,3062588,Ebola nurse treated in London as Sierra Leone rate spikes,http://reliefweb.int/node/784536,12/30/14 0:00,Breaking,,,,,,ReliefWeb,-0.1167,51.5
"Glasgow, Scotland, United Kingdom",United Kingdom,Ebola,Humans,3062588,Ebola nurse treated in London as Sierra Leone rate spikes,http://reliefweb.int/node/784536,12/30/14 0:00,Breaking,,,,,,ReliefWeb,-4.25,55.833332
Sierra Leone,Sierra Leone,Ebola,Humans,3062588,Ebola nurse treated in London as Sierra Leone rate spikes,http://reliefweb.int/node/784536,12/30/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3062588,Ebola nurse treated in London as Sierra Leone rate spikes,http://reliefweb.int/node/784536,12/30/14 0:00,Breaking,,,,,,ReliefWeb,-11,8.75
"Kerry Town, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3062588,Ebola nurse treated in London as Sierra Leone rate spikes,http://reliefweb.int/node/784536,12/30/14 0:00,Breaking,,,,,,ReliefWeb,-13.08611,8.25694
Sierra Leone,Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,9079,2601,,,,ReliefWeb,-11.79192,8.56028
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-11,8.75
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-12.91667,9.11667
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-12.25,9.33333
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-11.66667,8.66667
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-11.5,7.33333
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-11.666667,8
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-12.5,8
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3051982,"Sierra Leone MoH EBOLA VIRUS DISEASE - SITUATION REPORT (Sit-Rep) â€“ 23 December, 2014 ",http://reliefweb.int/node/778781,12/24/14 0:00,Breaking,,,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,9004,2582,,,,ReliefWeb,-11.79192,8.56028
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-11,8.75
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-12.91667,9.11667
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-12.25,9.33333
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-11.66667,8.66667
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-11.5,7.33333
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-11.666667,8
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-12.5,8
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3050464,"Sierra Leone Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 22 December, 2014",http://reliefweb.int/node/777691,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,496,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,137,,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,942,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,104,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,90,,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,1110,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,414,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,299,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,178,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,1668,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3050465,"Ebola Outbreak Updates - December 22, 2014",http://reliefweb.int/node/777676,12/23/14 0:00,Breaking,978,,,,,ReliefWeb,-13.035694,8.311498
Guinea,Guinea,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
Mali,Mali,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,-3.52442,17.350281
Sierra Leone,Sierra Leone,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
Ghana,Ghana,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,-1.2073,7.95985
China,China,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,103.891769,36.519981
"Lofa County, Liberia",Liberia,Ebola,Humans,3049681,"Courage of Ebola health workers should inspire greater efforts by all, says Ban",http://reliefweb.int/node/776906,12/22/14 0:00,Breaking,,,,,,ReliefWeb,-10,7.916667
Sierra Leone,Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,931,,,,,ReliefWeb,-12.25,9.33333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,1105,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,413,,,,,ReliefWeb,-11.66667,8.66667
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,178,,,,,ReliefWeb,-12.5,8
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,1650,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,974,,,,,ReliefWeb,-13.035694,8.311498
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,496,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3047580,"Ebola Outbreak Updates - December 21, 2014",http://reliefweb.int/node/775121,12/21/14 0:00,Breaking,135,,,,,ReliefWeb,-11,8.75
